"Year","Company","Country","Index"
"2019","Saga plc","United Kingdom",0.0288717781953047
"2019","INTERTEK GROUP PLC","United Kingdom",0.0152969014960118
"2019","JSE LIMITED","South Africa",0.0146249715408664
"2019","RICARDO PLC","United Kingdom",0.00665663944171483
"2019","ASX LIMITED","Australia",0.00601169011354519
"2019","BOLSA MEXICANA DE VALORES SAB DE CV","Mexico",0.00444616772640661
"2019","EXPERIAN PLC","United Kingdom",0.00203735978485177
"2019","LONDON STOCK EXCHANGE GROUP PLC","United Kingdom",0.00190453601522024
"2019","PAGEGROUP PLC","United Kingdom",0.000789782497979979
"2019","CAPITA PLC","United Kingdom",-0.159619907464446
"2019","KAP INDUSTRIAL HOLDINGS LTD","South Africa",0.182448389420545
"2019","HOSKEN CONSOLIDATED INVESTMENTS LIMITED","South Africa",0.133381910313114
"2019","REMGRO LIMITED","South Africa",0.111826020459237
"2019","GRUPO KUO SAB DE CV","Mexico",0.0993574755888645
"2019","3M COMPANY","United States",0.0640818374632533
"2019","NISSHINBO HOLDINGS INCORPORATED","Japan",0.0409644634655315
"2019","REUNERT LTD","South Africa",0.0359636475952505
"2019","HONEYWELL INTERNATIONAL INCORPORATED","United States",0.0173008678821883
"2019","TOSHIBA CORPORATION","Japan",0.0112026807509938
"2019","GENERAL ELECTRIC COMPANY","United States",0.00902196249151074
"2019","SMITHS GROUP PLC","United Kingdom",0.00586539717255676
"2019","SOUTHWEST AIRLINES CO.","United States",0.305601616326074
"2019","ALASKA AIR GROUP INCORPORATED","United States",0.300695819014329
"2019","AMERICAN AIRLINES GROUP INC","United States",0.285313432727292
"2019","DELTA AIR LINES INC","United States",0.259491471157027
"2019","ROYAL MAIL PLC","United Kingdom",0.0137888103858388
"2019","AIR PRODUCTS AND CHEMICALS, INC.","United States",1.08727976857427
"2019","TOKUYAMA CORPORATION","Japan",0.603858182134467
"2019","LINDE PLC","United Kingdom",0.415388148303676
"2019","AFRICAN OXYGEN LTD","South Africa",0.3676970761153
"2019","TAIYO NIPPON SANSO CORPORATION","Japan",0.207690930022073
"2019","MINERALS TECHNOLOGIES INC.","United States",0.170263767183221
"2019","KRATON CORP","United States",0.166028338911215
"2019","CELANESE CORPORATION","United States",0.147322720034647
"2019","W. R. GRACE & CO","United States",0.147030683227413
"2019","AECI LIMITED","South Africa",0.131982197019264
"2019","KIMBERLY-CLARK DE MEXICO S.A.B. DE C.V.","Mexico",0.12660856496146
"2019","SHIN-ETSU CHEMICAL CO LIMITED","Japan",0.116329717013772
"2019","KIMBERLY-CLARK CORPORATION","United States",0.114833731928089
"2019","DUPONT DE NEMOURS INC","United States",0.106901407097904
"2019","INGEVITY CORP","United States",0.104509367147487
"2019","JSR CORPORATION","Japan",0.101784952741395
"2019","AIR WATER INCORPORATED","Japan",0.0774100146414118
"2019","SANYO CHEMICAL INDUSTRIES LIMITED","Japan",0.0697231356020282
"2019","SYNTHOMER PLC","United Kingdom",0.0509541538175734
"2019","HITACHI CHEMICAL CO LTD","Japan",0.0465648714950765
"2019","NIPPON KAYAKU CO LTD","Japan",0.0369334247533019
"2019","CRODA INTERNATIONAL PLC","United Kingdom",0.0337266605730236
"2019","VICTREX PLC","United Kingdom",0.0305687393741931
"2019","PROCTER & GAMBLE CO","United States",0.0257410091538632
"2019","PPG INDUSTRIES, INC.","United States",0.0249232649356612
"2019","INTERNATIONAL FLAVORS & FRAGRANCES INCORPORATED","United States",0.0189436375666949
"2019","ECOLAB INC.","United States",0.0172421164067084
"2019","AXALTA COATING SYSTEMS LTD","United States",0.0126788673066249
"2019","PENNON GROUP PLC","United Kingdom",0.273367488568872
"2019","SEVERN TRENT PLC","United Kingdom",0.0478589975596545
"2019","UNITED UTILITIES GROUP PLC","United Kingdom",0.0407062640375817
"2019","FOSTER ELECTRIC COMPANY, LIMITED","Japan",0.0176959983359228
"2019","SHARP CORPORATION","Japan",0.0158161376793736
"2019","NIKON CORPORATION","Japan",0.0113999168861856
"2019","PANASONIC CORPORATION","Japan",0.0100700498659099
"2019","EOH HOLDINGS LIMITED","South Africa",0.00928504263519343
"2019","FUJITSU LIMITED","Japan",0.00831093783321867
"2019","MICROSOFT CORPORATION","United States",0.00720560429625038
"2019","SONY CORPORATION","Japan",0.00521783116880402
"2019","Cadence Design Systems, Inc.","United States",0.00475103840421596
"2019","VIRTUSA CORPORATION","United States",0.00459716484550295
"2019","ORACLE CORPORATION","United States",0.0043347303665465
"2019","ITOCHU TECHNO-SOLUTIONS CORPORATION","Japan",0.00429796775897301
"2019","AMDOCS LTD","United States",0.00429789647629892
"2019","INTERNATIONAL BUSINESS MACHINES CORPORATION","United States",0.00424999024706714
"2019","CASIO COMPUTER COMPANY LIMITED","Japan",0.00401135525573696
"2019","NTT DATA CORPORATION","Japan",0.00350756766039207
"2019","Fidelity National Information Services, Inc.","United States",0.0029676336961947
"2019","AVEVA GROUP PLC","United Kingdom",0.00291975389726126
"2019","PTC Inc.","United States",0.00269795721217586
"2019","VITEC GROUP PLC","United Kingdom",0.00244081478741128
"2019","STEEL CONNECT INC","United States",0.00242287685585255
"2019","TERADATA CORPORATION","United States",0.00237984424512685
"2019","SDL PLC","United Kingdom",0.00236483293398233
"2019","SOPHOS GROUP PLC","United Kingdom",0.00209794784449892
"2019","SALESFORCE.COM, INC.","United States",0.00207498569566804
"2019","LINK ADMINISTRATION HOLDINGS LTD","Australia",0.00197144883081487
"2019","VMWARE, INCORPORATION.","United States",0.00195550130949063
"2019","IRESS LIMITED","Australia",0.00192306282102521
"2019","THE SAGE GROUP PLC","United Kingdom",0.00163404956284307
"2019","NCC GROUP PLC","United Kingdom",0.00153325525333859
"2019","AUTODESK, INC.","United States",-0.00928324053757672
"2019","Aveng Limited","South Africa",0.759079105856527
"2019","AGC INC","Japan",0.251575382847945
"2019","NIPPON SHEET GLASS CO LTD","Japan",0.229781859899479
"2019","OWENS-CORNING","United States",0.182073063307343
"2019","CIMIC GROUP LIMITED","Australia",0.0839040530551192
"2019","ROTOPLAS SA DE CV","Mexico",0.0335070350343829
"2019","CENTRAL GLASS COMPANY LIMITED","Japan",0.0325856411260367
"2019","AICA KOGYO COMPANY LIMITED","Japan",0.027293561429636
"2019","SEKISUI CHEMICAL CO LTD","Japan",0.026984381410293
"2019","POLYPIPE GROUP PLC","United Kingdom",0.0227516501393831
"2019","LIXIL GROUP CORPORATION","Japan",0.0219445694112415
"2019","KELLER GROUP PLC","United Kingdom",0.0212580492208838
"2019","TOTO LTD","Japan",0.0197891755671111
"2019","DAIKIN INDUSTRIES LIMITED","Japan",0.0183781348420637
"2019","JOHNSON CONTROLS INTERNATIONAL PLC","United States",0.0149964598998965
"2019","SEKISUI JUSHI CORPORATION","Japan",0.0136161423684032
"2019","LENNOX INTERNATIONAL INCORPORATED","United States",0.0134106576409714
"2019","SUMITOMO FORESTRY CO LTD","Japan",0.008236991622088
"2019","MONADELPHOUS GROUP LIMITED","Australia",0.00573249523466869
"2019","nmcn plc","United Kingdom",0.00561579412435052
"2019","MCCARTHY & STONE PLC","United Kingdom",0.00504726983565513
"2019","NISHIMATSU CONSTRUCTION CO LTD","Japan",0.00502752973422156
"2019","TODA CORPORATION","Japan",0.00457373351089947
"2019","SHIMIZU CORPORATION","Japan",0.00452304759846971
"2019","Service Stream Limited","Australia",0.00415532351656896
"2019","MJ GLEESON PLC","United Kingdom",0.00352736160108426
"2019","AECOM","United States",0.00235921631599169
"2019","SEKISUI HOUSE, LIMITED","Japan",0.00215796512684895
"2019","PERSIMMON PLC","United Kingdom",0.00200197226139782
"2019","BELLWAY P.L.C.","United Kingdom",0.00188980751932668
"2019","SANWA HOLDINGS CORP","Japan",0.0018541811754472
"2019","KB HOME","United States",0.0017376023747976
"2019","JACOBS ENGINEERING GROUP INC","United States",0.00171572848723942
"2019","HENRY BOOT PLC","United Kingdom",0.00171439827472898
"2019","CREST NICHOLSON HOLDINGS PLC","United Kingdom",0.00159188553715804
"2019","REDROW PLC","United Kingdom",0.00148660450092932
"2019","GWA GROUP LIMITED","Australia",0.00148044863099225
"2019","MORGAN SINDALL GROUP PLC","United Kingdom",0.00140316535022598
"2019","FLUOR CORPORATION","United States",0.00137326329504242
"2019","BARRATT DEVELOPMENTS PLC","United Kingdom",0.00134233253610469
"2019","TAYLOR WIMPEY PLC","United Kingdom",0.00130919106133688
"2019","COUNTRYSIDE PROPERTIES PLC","United Kingdom",0.00128930620342972
"2019","BOVIS HOMES GROUP PLC","United Kingdom",0.00109887592372465
"2019","KAZ MINERALS PLC","United Kingdom",0.369651992830814
"2019","FREEPORT-MCMORAN INC","United States",0.207337682239923
"2019","COSTA GROUP HOLDINGS LTD","Australia",0.4337145039355
"2019","JKX Oil & Gas plc","United Kingdom",0.824735793617371
"2019","WOODSIDE PETROLEUM LIMITED","Australia",0.482493089808813
"2019","MARATHON OIL CORPORATION","United States",0.277363817210445
"2019","NOBLE CORPORATION PLC","United Kingdom",0.24843812325961
"2019","ENERGEAN OIL & GAS PLC","United Kingdom",0.226947782677899
"2019","TULLOW OIL PLC","United Kingdom",0.20712199703001
"2019","MURPHY OIL CORPORATION","United States",0.203631449693102
"2019","Nostrum Oil & Gas PLC","United Kingdom",0.189935244180759
"2019","CONOCOPHILLIPS","United States",0.179227225498004
"2019","HESS CORPORATION","United States",0.169345754811776
"2019","PREMIER OIL PLC","United Kingdom",0.150402996365787
"2019","EXXON MOBIL CORPORATION","United States",0.136227639715166
"2019","NOBLE ENERGY, INC.","United States",0.128713795968106
"2019","Valaris plc","United Kingdom",0.12490716959471
"2019","CHEVRON CORPORATION","United States",0.114292637509827
"2019","OIL SEARCH LIMITED","Australia",0.108450098421283
"2019","BP PLC","United Kingdom",0.0492823166839959
"2019","ANTERO RESOURCES CORP","United States",0.0381573100765408
"2019","RANGE RESOURCES CORPORATION","United States",0.00448170049172915
"2019","SUBSEA 7 S.A.","United Kingdom",-0.00982254648446842
"2019","HOLLYFRONTIER CORPORATION","United States",0.130186077605911
"2019","MARATHON PETROLEUM CORP","United States",0.123191180860445
"2019","PHILLIPS 66","United States",0.115708660737057
"2019","JXTG HOLDINGS INC","Japan",0.0901818591521241
"2019","Charter Hall Social Infrastructure REIT","Australia",1.55833892026344
"2019","EMIRA PROPERTY FUND","South Africa",0.440588729047087
"2019","CHARTER HALL GROUP","Australia",0.246065654117652
"2019","DIGITAL REALTY TRUST, INC.","United States",0.24536294821281
"2019","CROMWELL GROUP","Australia",0.18048059223984
"2019","Fortress REIT Limited","South Africa",0.16417941298548
"2019","DEXUS","Australia",0.155263789022393
"2019","GPT GROUP","Australia",0.154016634906885
"2019","CORESITE REALTY CORPORATION","United States",0.142444792561348
"2019","Vicinity Centres","Australia",0.134519490157436
"2019","REDEFINE PROPERTIES LIMITED","South Africa",0.125898647335118
"2019","FIBRA UNO ADMINISTRACION SA DE CV","Mexico",0.120391505788087
"2019","EQUINIX, INC.","United States",0.119985888944831
"2019","SCENTRE GROUP","Australia",0.113630012824347
"2019","Hammerson plc","United Kingdom",0.0996822408029413
"2019","AMERICAN TOWER CORPORATION","United States",0.0971820462969577
"2019","JAPAN RETAIL FUND INVESTMENT CORPORATION","Japan",0.0950425096851377
"2019","Washington Real Estate Investment Trust","United States",0.0882268801587625
"2019","UNITE GROUP PLC (THE)","United Kingdom",0.0803734079752763
"2019","HYPROP INVESTMENTS LIMITED","South Africa",0.0784822864186954
"2019","NIPPON BUILDING FUND INCORPORATED","Japan",0.076483369396163
"2019","ABACUS PROPERTY GROUP","Australia",0.0691661535296589
"2019","JBG SMITH PROPERTIES","United States",0.067717586423391
"2019","STOCKLAND CORPORATION LTD","Australia",0.0671637352572141
"2019","AVALONBAY COMMUNITIES INC.","United States",0.0632673474410187
"2019","VORNADO REALTY TRUST","United States",0.0627072466974454
"2019","JAPAN PRIME REALTY INVESTMENT CORPORATION","Japan",0.0571429658359917
"2019","PARK HOTELS & RESORTS INC","United States",0.0567816956946074
"2019","TANGER FACTORY OUTLET CENTRES INCORPORATED","United States",0.0549526110018226
"2019","EQUITY RESIDENTIAL","United States",0.0544247584777234
"2019","WEYERHAEUSER CO","United States",0.0490167440958639
"2019","DOUGLAS EMMETT, INC.","United States",0.0404572311403888
"2019","Alexandria Real Estate Equities, Inc.","United States",0.0397038519486598
"2019","HERSHA HOSPITALITY TRUST","United States",0.0392725472670795
"2019","HOST HOTELS & RESORTS, INC.","United States",0.0391095878660329
"2019","DAIWA HOUSE REIT INVESTMENT CORP","Japan",0.037761297265207
"2019","ORIX JREIT Inc.","Japan",0.0377096149638801
"2019","IRON MOUNTAIN INCORPORATED","United States",0.0376473027076658
"2019","SIMON PROPERTY GROUP, INC.","United States",0.0370396604875536
"2019","GROWTHPOINT PROPERTIES AUSTRALIA LTD","Australia",0.0341115944028513
"2019","SUNSTONE HOTEL INVESTORS, INC.","United States",0.033967482169318
"2019","MIRVAC GROUP","Australia",0.0337670807727206
"2019","VENTAS INCORPORATED","United States",0.0320592780053569
"2019","EMPIRE STATE REALTY TRUST INC","United States",0.0318441664046741
"2019","SHOPPING CENTRES AUSTRALASIA PROPERTY GROUP RE LIMITED","Australia",0.0273189003114646
"2019","KIMCO REALTY CORPORATION","United States",0.0247846386701501
"2019","REGENCY CENTERS CORPORATION","United States",0.0237205568719497
"2019","NATIONAL STORAGE REIT","Australia",0.0230451353131212
"2019","MCKAY SECURITIES PLC","United Kingdom",0.0226555234299061
"2019","SL GREEN REALTY CORP.","United States",0.0201681237542917
"2019","SITE CENTERS CORP","United States",0.0200418039751853
"2019","WORKSPACE GROUP PLC","United Kingdom",0.0184750574686731
"2019","LAND SECURITIES GROUP PLC","United Kingdom",0.0149543416187636
"2019","GREAT PORTLAND ESTATES P.L.C.","United Kingdom",0.0126248639772198
"2019","NEWRIVER REIT PLC","United Kingdom",0.0124100542094464
"2019","BRITISH LAND COMPANY PLC (THE)","United Kingdom",0.00927367881202308
"2019","DERWENT LONDON PLC","United Kingdom",0.00879391759782969
"2019","SAFESTORE HOLDINGS PLC","United Kingdom",0.00757477232923045
"2019","INTERNATIONAL PERSONAL FINANCE PLC","United Kingdom",0.00748539584756867
"2019","ABSA GROUP LTD","South Africa",0.00692017820086824
"2019","NEDBANK GROUP LIMITED","South Africa",0.00568782084248188
"2019","BIG YELLOW GROUP PLC","United Kingdom",0.00553165924035968
"2019","CAPITEC BANK HOLDINGS LIMITED","South Africa",0.00536251014440026
"2019","GRUPO ELEKTRA SA DE CV","Mexico",0.00534369407622809
"2019","FIRSTRAND LIMITED","South Africa",0.00507344898170632
"2019","NIPPON PROLOGIS REIT INC","Japan",0.0044444618218722
"2019","REGIONS FINANCIAL CORP","United States",0.00420913133355909
"2019","BENDIGO AND ADELAIDE BANK LTD","Australia",0.00417767925551701
"2019","HUNTINGTON BANCSHARES INCORPORATED","United States",0.0039374360655399
"2019","STANDARD BANK GROUP LIMITED","South Africa",0.00373869800098887
"2019","U.S. BANCORP","United States",0.00322163823741966
"2019","Primary Health Properties PLC","United Kingdom",0.00307583000750411
"2019","COMERICA INCORPORATED","United States",0.00304710501845835
"2019","SEGRO PLC","United Kingdom",0.00301189128198666
"2019","CMC MARKETS PLC","United Kingdom",0.00300500052401557
"2019","BANCO SANTANDER MEXICO SA INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO SANTAND","Mexico",0.00292650412517795
"2019","FIFTH THIRD BANCORP","United States",0.0028049287904756
"2019","BANREGIO GRUPO FINANCIERO SA","Mexico",0.00228767074916773
"2019","METRO BANK PLC","United Kingdom",0.00220466529786655
"2019","SHAFTESBURY PLC","United Kingdom",0.0021482945177827
"2019","MIZUHO FINANCIAL GROUP INC","Japan",0.00212949325571136
"2019","ROYAL BANK OF SCOTLAND GROUP PLC","United Kingdom",0.00209030290981354
"2019","BANK OF AMERICA CORPORATION","United States",0.00209006598334021
"2019","WELLS FARGO & COMPANY","United States",0.00204414179166265
"2019","GRUPO FINANCIERO BANORTE S.A.B. DE C.V.","Mexico",0.00195697337098131
"2019","KEYCORP","United States",0.00187981398195445
"2019","FRANKLIN RESOURCES INCORPORATED","United States",0.00174193291861572
"2019","INVESTEC PLC","South Africa",0.00173477327193013
"2019","STANDARD CHARTERED PLC","United Kingdom",0.001671576162697
"2019","BARCLAYS PLC","United Kingdom",0.00154874825704509
"2019","CITIGROUP INC.","United States",0.00151368669087515
"2019","Perpetual Limited","Australia",0.00146833397226259
"2019","IG GROUP HOLDINGS PLC","United Kingdom",0.00146781098358618
"2019","NORTHERN TRUST CORPORATION","United States",0.00140799101162857
"2019","CYBG PLC","United Kingdom",0.00139276636516101
"2019","WESTPAC BANKING CORPORATION","Australia",0.00131638562715865
"2019","CLOSE BROTHERS GROUP PLC","United Kingdom",0.000999000191991059
"2019","PARAGON BANKING GROUP PLC","United Kingdom",0.00099129871597431
"2019","HARGREAVES LANSDOWN PLC","United Kingdom",0.000911569281406121
"2019","TP ICAP PLC","United Kingdom",0.000845903641327064
"2019","BREWIN DOLPHIN HOLDINGS PLC","United Kingdom",0.000830901909512066
"2019","COMMONWEALTH BANK OF AUSTRALIA","Australia",0.000738709150598797
"2019","MACQUARIE GROUP LIMITED","Australia",0.000665791965006714
"2019","STANDARD LIFE ABERDEEN PLC","United Kingdom",0.000636355858409848
"2019","BANK OF QUEENSLAND LIMITED","Australia",0.000626630797456919
"2019","SCHRODERS PLC","United Kingdom",0.000396587474983535
"2019","Town Centre Securities PLC","United Kingdom",0.000357471348603183
"2019","CREDITO REAL SAB DE CV SOFOM ER","Mexico",0.000255011671127473
"2019","RATHBONE BROTHERS PLC","United Kingdom",-0.00109930840527262
"2019","AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED","Australia",-0.00149766173798858
"2019","PROVIDENT FINANCIAL PLC","United Kingdom",-0.00198512585426933
"2019","NETCARE LIMITED","South Africa",0.0609437120284015
"2019","RAMSAY HEALTH CARE LIMITED","Australia",0.0122651990617764
"2019","SPIRE HEALTHCARE GROUP PLC","United Kingdom",0.0086624551750875
"2019","Momentum Metropolitan Holdings Limited","South Africa",0.003545721331151
"2019","DISCOVERY LTD","South Africa",0.00290636297604664
"2019","Japan Post Holdings Co., Ltd.","Japan",0.00240276904296027
"2019","SANLAM LIMITED","South Africa",0.00140565051527568
"2019","DIRECT LINE INSURANCE GROUP PLC","United Kingdom",0.000903735558246109
"2019","RSA INSURANCE GROUP PLC","United Kingdom",0.00026068196619529
"2019","CHESNARA PLC","United Kingdom",-0.000848013866025993
"2019","LANCASHIRE HOLDINGS LTD","United Kingdom",-0.00157390504116132
"2019","TREASURY WINE ESTATES LTD","Australia",0.183027901187295
"2019","MOLSON COORS BREWING COMPANY","United States",0.0659623339649234
"2019","THE COCA-COLA CO","United States",0.0455773083468239
"2019","ARCA CONTINENTAL SAB DE CV","Mexico",0.0419589086664538
"2019","COCA-COLA AMATIL LIMITED","Australia",0.0416806168469287
"2019","CONSTELLATION BRANDS, INC.","United States",0.0318537615353465
"2019","PEPSICO INC.","United States",0.0254790136588821
"2019","FOMENTO ECONOMICO MEXICANO S.A.B. DE C.V.","Mexico",0.0211163955234852
"2019","BROWN-FORMAN CORPORATION","United States",0.0203363012290752
"2019","KEURIG DR PEPPER INC","United States",0.0166915651391852
"2019","KIRIN HOLDINGS COMPANY LIMITED.","Japan",0.0162748219818774
"2019","ASAHI GROUP HOLDINGS LIMITED","Japan",0.0158426029377562
"2019","TAKARA HOLDING INCORPORATED","Japan",0.0154334802638699
"2019","DIAGEO PLC","United Kingdom",0.0130987303469411
"2019","BRITVIC PLC","United Kingdom",0.0100438806899521
"2019","COCA-COLA EUROPEAN PARTNERS PLC","United Kingdom",-1.20731533528069
"2019","NIPPON ELECTRIC GLASS CO LTD","Japan",0.276215767545502
"2019","ON SEMICONDUCTOR CORPORATION","United States",0.185307023683685
"2019","NICHICON CORPORATION","Japan",0.102622900956911
"2019","IBIDEN CO LTD","Japan",0.0957540913419518
"2019","MICRON TECHNOLOGY, INC.","United States",0.0863198487022428
"2019","SUMCO CORPORATION","Japan",0.0846148675710657
"2019","TAIYO YUDEN CO LTD","Japan",0.0611413820574365
"2019","ROHM CO LTD","Japan",0.0552967324848458
"2019","FIRST SOLAR, INC.","United States",0.0546660329509608
"2019","TEXAS INSTRUMENTS INCORPORATED","United States",0.052458311408596
"2019","TDK CORPORATION","Japan",0.0441875571393224
"2019","RENESAS ELECTRONICS CORPORATION","Japan",0.0440435594935525
"2019","SHINKO ELECTRIC INDUSTRIES CO LIMITED","Japan",0.0376627426289966
"2019","JAPAN DISPLAY INC","Japan",0.0363184091790422
"2019","MURATA MANUFACTURING CO LIMITED","Japan",0.0360172635567823
"2019","SUNPOWER CORPORATION","United States",0.0344369329500241
"2019","Soshin Electric Co.,Ltd.","Japan",0.0255518532299994
"2019","INTEL CORPORATION","United States",0.0237969047222
"2019","KYOCERA CORPORATION","Japan",0.0218907738800399
"2019","JAPAN AVIATION ELECTRONICS INDUSTRY LIMITED","Japan",0.0175920517457042
"2019","MAXIM INTEGRATED PRODUCTS, INC.","United States",0.0165721382528265
"2019","SKYWORKS SOLUTIONS, INC.","United States",0.0140274017879208
"2019","ALPS ALPINE CO LTD","Japan",0.0134944839073791
"2019","AMPHENOL CORPORATION","United States",0.0125642465629686
"2019","DISCO CORPORATION","Japan",0.011314963659359
"2019","OMRON CORPORATION","Japan",0.00960335389978943
"2019","TOKYO ELECTRON LTD","Japan",0.00575292254207044
"2019","SCREEN HOLDINGS CO LTD","Japan",0.00513010491212189
"2019","ADVANTEST CORPORATION","Japan",0.00485911709572566
"2019","HIROSE ELECTRIC CO LTD","Japan",0.00251842610225434
"2019","BODYCOTE PLC","United Kingdom",0.106883845892781
"2019","GREIF, INC.","United States",0.0956790290051837
"2019","BERRY GLOBAL GROUP INC","United States",0.0902064906623491
"2019","MORGAN ADVANCED MATERIALS PLC","United Kingdom",0.0764506254846814
"2019","NGK INSULATORS LTD","Japan",0.0727058860107045
"2019","TOYO SEIKAN GROUP HOLDINGS LTD","Japan",0.0711014071078946
"2019","VESUVIUS PLC","United Kingdom",0.0611633179556091
"2019","BALL CORPORATION","United States",0.0395380802946353
"2019","KURITA WATER INDUSTRIES LIMITED","Japan",0.035569422899523
"2019","NSK LTD.","Japan",0.0343412453590549
"2019","JAPAN STEEL WORKS LIMITED (THE)","Japan",0.0339854183475788
"2019","NTN CORPORATION","Japan",0.0320126391194121
"2019","WEIR GROUP PLC","United Kingdom",0.022233029442032
"2019","ITT INCORPORATION","United States",0.0195377489499373
"2019","MINEBEA MITSUMI INC","Japan",0.0192836861663275
"2019","NORITAKE CO LTD","Japan",0.0179282014360993
"2019","ILLINOIS TOOL WORKS INCORPORATED","United States",0.0164149998973814
"2019","OSG CORPORATION","Japan",0.0131878350860174
"2019","MEIDENSHA CORPORATION","Japan",0.00804947113042664
"2019","SUMITOMO HEAVY INDUSTRIES LTD","Japan",0.00755673583669296
"2019","IHI CORPORATION","Japan",0.00753410864268155
"2019","EBARA CORPORATION","Japan",0.00713371829037129
"2019","NABTESCO CORPORATION","Japan",0.00679763614287493
"2019","KAWASAKI HEAVY INDUSTRIES, LIMITED","Japan",0.00668050186779987
"2019","AMADA HOLDINGS CO LTD","Japan",0.00474517348463763
"2019","MAKITA CORPORATION","Japan",0.00447003289522765
"2019","GLORY LIMITED","Japan",0.00241137299682295
"2019","NEMAK SAB DE CV","Mexico",0.130281638223951
"2019","TI Fluid Systems plc","United Kingdom",0.0555576090975368
"2019","AMERICAN AXLE & MFG HOLDINGS, INC.","United States",0.0489571827411907
"2019","Cooper-Standard Holdings Inc.","United States",0.0405642399876803
"2019","NOK CORPORATION","Japan",0.0399610688618336
"2019","STANLEY ELECTRIC CO, LTD.","Japan",0.0328952339967596
"2019","YOROZU CORPORATION","Japan",0.0294146181940022
"2019","NISSIN ELECTRIC CO LTD","Japan",0.0270696854121604
"2019","NGK SPARK PLUG CO LTD","Japan",0.026495629341314
"2019","Nexteer Automotive Group Limited","United States",0.025054330589166
"2019","TOYODA GOSEI CO LTD","Japan",0.0248505081920069
"2019","GENTEX CORPORATION","United States",0.0197369998711557
"2019","SUMITOMO ELECTRIC INDUSTRIES LIMITED","Japan",0.0167215046368157
"2019","TOYOTA INDUSTRIES CORPORATION","Japan",0.0154965904832798
"2019","NHK SPRING CO LTD","Japan",0.0149461361774124
"2019","AISIN SEIKI CO LTD","Japan",0.0115300817754604
"2019","KUBOTA CORPORATION","Japan",0.0111969467838796
"2019","DENSO CORPORATION","Japan",0.0106671461061651
"2019","MITSUBISHI ELECTRIC CORPORATION","Japan",0.0100981159927283
"2019","BORGWARNER INC.","United States",0.00983570334426064
"2019","TOKAI RIKA CO. LTD.","Japan",0.00945199752053515
"2019","LEAR CORPORATION","United States",0.00887418854814729
"2019","ISEKI & CO LTD","Japan",0.00747484509585339
"2019","TOYOTA BOSHOKU CORPORATION","Japan",0.00722328876053479
"2019","CNH INDUSTRIAL NV","United Kingdom",0.00632864752575133
"2019","DANA INC","United States",0.00578794140788558
"2019","KOITO MANUFACTURING CO LTD","Japan",0.00249997839153688
"2019","BAXTER INTERNATIONAL INC.","United States",0.0314316288436562
"2019","CATALENT INC","United States",0.0296444567904606
"2019","HOYA CORPORATION","Japan",0.0252556095385155
"2019","TSUMURA & CO","Japan",0.0252445522978118
"2019","WEST PHARMACEUTICAL SERVICES, INC.","United States",0.0236229420377482
"2019","OTSUKA HOLDINGS COMPANY LIMITED","Japan",0.0200175607891082
"2019","CITIZEN WATCH CO LTD","Japan",0.0187267841438735
"2019","HITACHI LIMITED","Japan",0.0158946073785767
"2019","TERUMO CORPORATION","Japan",0.0157709574039242
"2019","ABBOTT LABORATORIES","United States",0.0115323625730109
"2019","PFIZER INC.","United States",0.00983678515252382
"2019","MERCK & CO. , INC.","United States",0.00886500750965899
"2019","GLAXOSMITHKLINE PLC","United Kingdom",0.00860714056383712
"2019","EISAI COMPANY LIMITED","Japan",0.008329434805079
"2019","DAIICHI SANKYO COMPANY LIMITED","Japan",0.00793279913956502
"2019","SHIONOGI & CO LTD","Japan",0.00791613395400243
"2019","MITSUBISHI TANABE PHARMA CORP","Japan",0.00790623912386152
"2019","KEYSIGHT TECHNOLOGIES INC","United States",0.00755637265282309
"2019","YOKOGAWA ELECTRIC CORPORATION","Japan",0.00731084556322119
"2019","QUEST DIAGNOSTICS INCORPORATED","United States",0.00706005420837818
"2019","TAISHO PHARMACEUTICAL HOLDINGS CO LTD","Japan",0.00703291155446041
"2019","TAKEDA PHARMACEUTICAL COMPANY LIMITED","Japan",0.00684367890782058
"2019","OKI ELECTRIC INDUSTRY COMPANY LIMITED","Japan",0.00623988063439794
"2019","CHUGAI PHARMACEUTICAL CO LTD","Japan",0.00540502111810858
"2019","ASTRAZENECA PLC","United Kingdom",0.00533918304785937
"2019","ASTELLAS PHARMA INCORPORATED","Japan",0.00512832929336021
"2019","JOHNSON & JOHNSON","United States",0.00509862954808161
"2019","SANTEN PHARMACEUTICAL COMPANY LIMITED","Japan",0.00456225681234537
"2019","SHIMADZU CORPORATION","Japan",0.0043060492787086
"2019","OLYMPUS CORPORATION","Japan",0.00377980975969321
"2019","ITRON, INC.","United States",0.0035708884576286
"2019","ONO PHARMACEUTICAL CO LTD","Japan",0.00334844330965056
"2019","RESMED INC.","United States",0.00318692680090778
"2019","SYSMEX CORPORATION","Japan",0.00231186206662767
"2019","HITACHI HIGH-TECHNOLOGIES CORP","Japan",0.00177409584964109
"2019","HONDA MOTOR CO., LTD.","Japan",0.0129293369569912
"2019","SUZUKI MOTOR CORPORATION","Japan",0.0108955566707348
"2019","NISSAN MOTOR CO LTD","Japan",0.0105072993079861
"2019","MITSUBISHI MOTORS CORPORATION","Japan",0.00899075695648099
