"Year","Company","Country","Index"
"2018","PETS AT HOME GROUP PLC","United Kingdom",0.00835038052392857
"2018","SPORTS DIRECT INTERNATIONAL PLC","United Kingdom",0.00833972847343748
"2018","NEXT PLC","United Kingdom",0.00817724040051653
"2018","H2O RETAILING CORP","Japan",0.00788000103256938
"2018","GAP INC","United States",0.00731739476237456
"2018","KINGFISHER PLC","United Kingdom",0.00703862516308665
"2018","MACY'S INC","United States",0.00692770968954446
"2018","OFFICE DEPOT, INC.","United States",0.00680139953897281
"2018","YAMADA DENKI CO., LTD.","Japan",0.00655532674729292
"2018","MARKS AND SPENCER GROUP PLC","United Kingdom",0.00608275338376894
"2018","TJX COMPANIES INC","United States",0.00591621214867776
"2018","SIGNET JEWELERS LIMITED","United States",0.005799732470781
"2018","HOME DEPOT INC","United States",0.00576711937963954
"2018","DUNELM GROUP PLC","United Kingdom",0.00561322076894354
"2018","EBAY INCORPORATED","United States",0.00537598190308833
"2018","COSTCO WHOLESALE CORPORATION","United States",0.00518871819488689
"2018","WALGREENS BOOTS ALLIANCE INC","United States",0.00441660336624322
"2018","GUESS? INC","United States",0.00399039127842501
"2018","WH SMITH PLC","United Kingdom",0.00392766777364249
"2018","BEST BUY CO., INC.","United States",0.00336003491376622
"2018","JD SPORTS FASHION PLC","United Kingdom",0.00333134259422855
"2018","TIFFANY & CO","United States",0.00267311349676691
"2018","SUPERDRY PLC","United Kingdom",0.00240675545551077
"2018","N BROWN GROUP PLC","United Kingdom",0.0021848855810563
"2018","DIXONS CARPHONE PLC","United Kingdom",0.00194133321718123
"2018","ETSY INC","United States",0.00131647680717252
"2018","WAL-MART DE MEXICO S.A.B. DE C.V.","Mexico",-0.0129925275994303
"2018","SUPER GROUP LIMITED","South Africa",0.0436219120428962
"2018","CONNECT GROUP PLC","United Kingdom",0.00666006652467555
"2018","HALFORDS GROUP PLC","United Kingdom",0.00628753675337995
"2018","AUTOBACS SEVEN CO LIMITED","Japan",0.000484097542124855
"2018","GRINDROD LIMITED","South Africa",-0.445976527706544
"2018","WILLIAMS COMPANIES INC","United States",0.444076491935308
"2018","WEST JAPAN RAILWAY CO","Japan",0.0430112988055245
"2018","EAST JAPAN RAILWAY COMPANY LIMITED","Japan",0.0313073440128977
"2018","KYUSHU RAILWAY CO","Japan",0.0291722115617981
"2018","CENTRAL JAPAN RAILWAY COMPANY","Japan",0.0268332579024882
"2018","NANKAI ELECTRIC RAILWAY CO LTD","Japan",0.0247719213209765
"2018","BID CORPORATION LTD","South Africa",0.0184895922394723
"2018","SYSCO CORPORATION","United States",0.00756352152828712
"2018","SPAR GROUP LIMITED","South Africa",0.00342127948768772
"2017","SAGA PLC","United Kingdom",0.0283392052570659
"2017","INTERTEK GROUP PLC","United Kingdom",0.0157361639068665
"2017","JSE LIMITED","South Africa",0.0148088702758172
"2017","RICARDO PLC","United Kingdom",0.0119920542915702
"2017","ASX LIMITED","Australia",0.0060123714122859
"2017","CAPITA PLC","United Kingdom",0.00408606110917379
"2017","EXPERIAN PLC","United Kingdom",0.00378748951533465
"2017","RELX PLC","United Kingdom",0.00288138634765753
"2017","LONDON STOCK EXCHANGE GROUP PLC","United Kingdom",0.00270938439069682
"2017","S&P GLOBAL INC","United States",0.00191802160270039
"2017","MCMILLAN SHAKESPEARE LTD","Australia",0.00146525022298856
"2017","PAGEGROUP PLC","United Kingdom",0.000977362558677251
"2017","IHS MARKIT LTD","United Kingdom",-0.000708785869540552
"2017","REMGRO LIMITED","South Africa",0.177681032484861
"2017","KAP INDUSTRIAL HOLDINGS LTD","South Africa",0.16270331109575
"2017","HOSKEN CONSOLIDATED INVESTMENTS LIMITED","South Africa",0.11809820674456
"2017","ALFA SAB DE CV","Mexico",0.102784291091349
"2017","3M COMPANY","United States",0.0659876843950349
"2017","GRUPO KUO SAB DE CV","Mexico",0.0586106769664825
"2017","NISSHINBO HOLDINGS INCORPORATED","Japan",0.0516279273944243
"2017","ALLIED ELECTRONICS CORPORATION LIMITED","South Africa",0.0376491568963184
"2017","REUNERT LTD","South Africa",0.0295168807016115
"2017","HONEYWELL INTERNATIONAL INCORPORATED","United States",0.0198825326383943
"2017","TOSHIBA CORPORATION","Japan",0.0196022453262758
"2017","GENERAL ELECTRIC COMPANY","United States",0.0107541322174233
"2017","SMITHS GROUP PLC","United Kingdom",0.00509877234195367
"2017","SOUTHWEST AIRLINES CO.","United States",0.31699559906563
"2017","AMERICAN AIRLINES GROUP INC","United States",0.314160893289897
"2017","ALASKA AIR GROUP INCORPORATED","United States",0.300809454092241
"2017","UNITED CONTINENTAL HOLDINGS INCORPORATED","United States",0.277196008998831
"2017","DELTA AIR LINES INC","United States",0.269859051911733
"2017","ANA HOLDINGS INC","Japan",0.216267683986361
"2017","ROYAL MAIL PLC","United Kingdom",0.0148952186838251
"2017","FEDEX CORPORATION","United States",-0.0839503266059301
"2017","AIR PRODUCTS AND CHEMICALS, INC.","United States",1.16896307923936
"2017","TOKUYAMA CORPORATION","Japan",0.649075045808757
"2017","LINDE PLC","United Kingdom",0.622279133085952
"2017","AFRICAN OXYGEN LTD","South Africa",0.338837485235381
"2017","TAIYO NIPPON SANSO CORPORATION","Japan",0.229001193768747
"2017","ASALEO CARE LTD","Australia",0.190982375217757
"2017","MINERALS TECHNOLOGIES INC.","United States",0.183235539770825
"2017","W. R. GRACE & CO","United States",0.17440097270202
"2017","KRATON CORP","United States",0.161355005686682
"2017","KIMBERLY-CLARK DE MEXICO S.A.B. DE C.V.","Mexico",0.158099575315487
"2017","ASHLAND GLOBAL HOLDINGS INC","United States",0.156175701945134
"2017","NIPPON SHOKUBAI COMPANY LIMITED","Japan",0.155915047230779
"2017","JSR CORPORATION","Japan",0.154692217238295
"2017","ELEMENTIS PLC","United Kingdom",0.148509942421112
"2017","SHIN-ETSU CHEMICAL CO LIMITED","Japan",0.142897047225257
"2017","CELANESE CORPORATION","United States",0.131208326059988
"2017","AECI LIMITED","South Africa",0.128323960507035
"2017","ALBEMARLE CORPORATION","United States",0.10827185681436
"2017","KIMBERLY-CLARK CORPORATION","United States",0.10195091594229
"2017","INGEVITY CORP","United States",0.0971196115990527
"2017","SANYO CHEMICAL INDUSTRIES LIMITED","Japan",0.0957984731652636
"2017","AIR WATER INCORPORATED","Japan",0.0885672547402576
"2017","DUPONT DE NEMOURS INC","United States",0.0829042730087246
"2017","HITACHI CHEMICAL CO LTD","Japan",0.0487828351022013
"2017","SYNTHOMER PLC","United Kingdom",0.0481737077310625
"2017","NITTO DENKO CORPORATION","Japan",0.0424639535076046
"2017","CRODA INTERNATIONAL PLC","United Kingdom",0.032670384155502
"2017","PPG INDUSTRIES, INC.","United States",0.0318365231703011
"2017","VICTREX PLC","United Kingdom",0.0293817424285371
"2017","KAO CORP","Japan",0.0279256983116044
"2017","AXALTA COATING SYSTEMS LTD","United States",0.0237887920571438
"2017","INTERNATIONAL FLAVORS & FRAGRANCES INCORPORATED","United States",0.0222570604751163
"2017","ECOLAB INC.","United States",0.0187765567358483
"2017","JOHNSON MATTHEY PUBLIC LIMITED COMPANY","United Kingdom",0.00966556784110914
"2017","AMERICAN WATER WORKS CO INCORPORATED","United States",1.71041886059385
"2017","PENNON GROUP PLC","United Kingdom",0.296528296630286
"2017","UNITED UTILITIES GROUP PLC","United Kingdom",0.0555490903106314
"2017","SEVERN TRENT PLC","United Kingdom",0.0553831092273654
"2017","AQUA AMERICA INC","United States",0.0465956318718637
"2017","NEXTDC LIMITED","Australia",0.545096662477887
"2017","FOSTER ELECTRIC COMPANY, LIMITED","Japan",0.0198044721802308
"2017","SHARP CORPORATION","Japan",0.0177908895324097
"2017","AKAMAI TECHNOLOGIES, INC.","United States",0.0134950488026677
"2017","PANASONIC CORPORATION","Japan",0.011605331871804
"2017","NIKON CORPORATION","Japan",0.0100538523470014
"2017","FUJITSU LIMITED","Japan",0.00966682470781756
"2017","GENPACT LIMITED","United States",0.00949903480323307
"2017","SYMANTEC CORPORATION","United States",0.00940831844975176
"2017","MICROSOFT CORPORATION","United States",0.00792025841330866
"2017","STEEL CONNECT INC","United States",0.00777617811526858
"2017","VIRTUSA CORPORATION","United States",0.00683923664656804
"2017","EOH HOLDINGS LIMITED","South Africa",0.00656578523622568
"2017","NOMURA RESEARCH INSTITUTE LIMITED","Japan",0.00640897668532314
"2017","SONY CORPORATION","Japan",0.00626253345317656
"2017","INTERNATIONAL BUSINESS MACHINES CORPORATION","United States",0.00618072759817341
"2017","ITOCHU TECHNO-SOLUTIONS CORPORATION","Japan",0.00555341125928822
"2017","AMDOCS LTD","United States",0.00512780706644769
"2017","SALESFORCE.COM, INC.","United States",0.00496351949570531
"2017","NTT DATA CORPORATION","Japan",0.0049114821394512
"2017","ORACLE CORPORATION","United States",0.00408134335096632
"2017","CASIO COMPUTER COMPANY LIMITED","Japan",0.00405960937399324
"2017","SOPHOS GROUP PLC","United Kingdom",0.00380381152676027
"2017","SDL PLC","United Kingdom",0.00376697200688334
"2017","AVEVA GROUP PLC","United Kingdom",0.00353264752170562
"2017","LINK ADMINISTRATION HOLDINGS LTD","Australia",0.00345965133676262
"2017","ADOBE INC","United States",0.00309178357659039
"2017","VITEC GROUP PLC","United Kingdom",0.00298240231144312
"2017","MICRO FOCUS INTERNATIONAL PLC","United Kingdom",0.00268328473214672
"2017","VMWARE, INCORPORATION.","United States",0.00246032926456438
"2017","TERADATA CORPORATION","United States",0.00241093244445812
"2017","WORKDAY INC","United States",0.00219314343880022
"2017","PAYPAL HOLDINGS INC","United States",0.00218606583891951
"2017","MASTERCARD, INC.","United States",0.00198711076749734
"2017","LEIDOS HOLDINGS INC","United States",0.00187402314005241
"2017","THE SAGE GROUP PLC","United Kingdom",0.00178276698173643
"2017","NCC GROUP PLC","United Kingdom",0.00147663852862783
"2017","COMPUTACENTER PLC","United Kingdom",0.00139134058225129
"2017","AUTODESK, INC.","United States",-0.00818983278886015
"2017","NIPPON SHEET GLASS CO LTD","Japan",0.245243470647851
"2017","AGC INC","Japan",0.19454699725289
"2017","OWENS-CORNING","United States",0.189621942595558
"2017","CENTRAL GLASS COMPANY LIMITED","Japan",0.0833562922868957
"2017","CIMIC GROUP LIMITED","Australia",0.0695294597630995
"2017","ROTOPLAS SA DE CV","Mexico",0.0442926572475588
"2017","LIXIL GROUP CORPORATION","Japan",0.0327611093995984
"2017","POLYPIPE GROUP PLC","United Kingdom",0.0321456056670128
"2017","SEKISUI CHEMICAL CO LTD","Japan",0.0276404397082813
"2017","DAIKIN INDUSTRIES LIMITED","Japan",0.0268548376213585
"2017","JOHNSON CONTROLS INTERNATIONAL PLC","United States",0.0259934333601941
"2017","KELLER GROUP PLC","United Kingdom",0.025038678106367
"2017","AICA KOGYO COMPANY LIMITED","Japan",0.0230397796328335
"2017","TOTO LTD","Japan",0.0181580582207799
"2017","LENNOX INTERNATIONAL INCORPORATED","United States",0.0128241380664014
"2017","MURRAY & ROBERTS HOLDINGS LTD","South Africa",0.011054033350782
"2017","MONADELPHOUS GROUP LIMITED","Australia",0.0106597291464845
"2017","SUMITOMO FORESTRY CO LTD","Japan",0.010273847528215
"2017","BALFOUR BEATTY PLC","United Kingdom",0.0080272291664973
"2017","KIER GROUP PLC","United Kingdom",0.00678339183556259
"2017","MCCARTHY & STONE PLC","United Kingdom",0.00556946394565137
"2017","KAJIMA CORPORATION","Japan",0.00472125516617504
"2017","SHIMIZU CORPORATION","Japan",0.00463000683372883
"2017","MJ GLEESON PLC","United Kingdom",0.00360798447714369
"2017","AECOM","United States",0.0033274006623588
"2017","TODA CORPORATION","Japan",0.00307023585268189
"2017","SANWA HOLDINGS CORP","Japan",0.00219925816127382
"2017","BELLWAY P.L.C.","United Kingdom",0.00205543864664011
"2017","COUNTRYSIDE PROPERTIES PLC","United Kingdom",0.00190414194789531
"2017","PERSIMMON PLC","United Kingdom",0.00188571491068005
"2017","KB HOME","United States",0.00188237290823642
"2017","MORGAN SINDALL GROUP PLC","United Kingdom",0.00186379498186221
"2017","REDROW PLC","United Kingdom",0.0017633289171985
"2017","OBAYASHI CORPORATION","Japan",0.0017280268211135
"2017","SEKISUI HOUSE, LIMITED","Japan",0.00163037812966361
"2017","MASCO CORPORATION","United States",0.00156553887755416
"2017","CREST NICHOLSON HOLDINGS PLC","United Kingdom",0.00154957354071707
"2017","TAYLOR WIMPEY PLC","United Kingdom",0.00142589748695442
"2017","BOVIS HOMES GROUP PLC","United Kingdom",0.00140826541017584
"2017","BARRATT DEVELOPMENTS PLC","United Kingdom",0.00128418345605801
"2017","FLUOR CORPORATION","United States",0.000997621233562676
"2017","TAISEI CORPORATION","Japan",0.000957984544371516
"2017","BERKELEY GROUP HOLDINGS PLC","United Kingdom",0.000838734067672178
"2017","KAZ MINERALS PLC","United Kingdom",0.560758738577701
"2017","FREEPORT-MCMORAN INC","United States",0.173431367753909
"2017","SOCO INTERNATIONAL PLC","United Kingdom",0.812632054791729
"2017","ENQUEST PLC","United Kingdom",0.808663529970767
"2017","ENERGEAN OIL & GAS PLC","United Kingdom",0.806806803201374
"2017","OCCIDENTAL PETROLEUM CORPORATION","United States",0.605853063582197
"2017","WOODSIDE PETROLEUM LIMITED","Australia",0.485294840245482
"2017","SANTOS LIMITED","Australia",0.355077373147253
"2017","PREMIER OIL PLC","United Kingdom",0.352423330868951
"2017","TULLOW OIL PLC","United Kingdom",0.230103240280183
"2017","NOBLE CORPORATION PLC","United Kingdom",0.219088758761619
"2017","NOBLE ENERGY, INC.","United States",0.205519040144406
"2017","CONOCOPHILLIPS","United States",0.201718101009451
"2017","EQT CORPORATION","United States",0.170872960123501
"2017","HESS CORPORATION","United States",0.167222859278984
"2017","EXXON MOBIL CORPORATION","United States",0.154267308807633
"2017","MARATHON OIL CORPORATION","United States",0.110375741499621
"2017","CHEVRON CORPORATION","United States",0.109048597455143
"2017","BP PLC","United Kingdom",0.0771403479273089
"2017","KOSMOS ENERGY LIMITED","United States",-0.153100861925249
"2017","CAIRN ENERGY PLC","United Kingdom",-0.226124489022553
"2017","SENEX ENERGY LIMITED","Australia",-1.39019443843134
"2017","JXTG HOLDINGS INC","Japan",0.170895502224509
"2017","MARATHON PETROLEUM CORP","United States",0.154371888834385
"2017","CLEAN ENERGY FUELS CORP.","United States",0.0396442208685552
"2017","IDEMITSU KOSAN CO.,LTD","Japan",0.0272613138076936
"2017","EMIRA PROPERTY FUND","South Africa",0.446193164097419
"2017","CHARTER HALL GROUP","Australia",0.335692999396368
"2017","FIBRA UNO ADMINISTRACION SA DE CV","Mexico",0.282935433802485
"2017","BRANDYWINE REALTY TRUST","United States",0.168611733456501
"2017","REDEFINE PROPERTIES LIMITED","South Africa",0.162105036222244
"2017","GPT GROUP","Australia",0.152454099600312
"2017","HYPROP INVESTMENTS LIMITED","South Africa",0.151217841066081
"2017","VICINITY CENTRES","Australia",0.142507931087417
"2017","DEXUS","Australia",0.136725437147767
"2017","EQUINIX, INC.","United States",0.127653721261339
"2017","JAPAN RETAIL FUND INVESTMENT CORPORATION","Japan",0.121721274979756
"2017","UNITE GROUP PLC (THE)","United Kingdom",0.11955919053326
"2017","AMERICAN TOWER CORPORATION","United States",0.116423532869794
"2017","SCENTRE GROUP","Australia",0.115385637307462
"2017","CHARTER HALL RETAIL REIT","Australia",0.112515624415268
"2017","JBG SMITH PROPERTIES","United States",0.100434479763519
"2017","CROMWELL GROUP","Australia",0.100074580740326
"2017","NIPPON BUILDING FUND INCORPORATED","Japan",0.0785010888199482
"2017","ABACUS PROPERTY GROUP","Australia",0.0769698788337718
"2017","HCP, INC.","United States",0.0749894214906859
"2017","ALLIED MINDS PLC","United Kingdom",0.0745328798757521
"2017","NOMURA REAL ESTATE MASTER FUND INC","Japan",0.0728993262849217
"2017","JAPAN REAL ESTATE INVESTMENT CORP","Japan",0.0684832290208598
"2017","AVALONBAY COMMUNITIES INC.","United States",0.0684186506077728
"2017","STOCKLAND CORPORATION LTD","Australia",0.0682396982186873
"2017","EQUITY RESIDENTIAL","United States",0.0655622295746644
"2017","JAPAN PRIME REALTY INVESTMENT CORPORATION","Japan",0.0640477120348622
"2017","VENTAS INCORPORATED","United States",0.0580215531149828
"2017","BROOKFIELD PROPERTY REIT INC","United States",0.0579971348960944
"2017","VORNADO REALTY TRUST","United States",0.0576787726661349
"2017","UNITED URBAN INVESTMENT CORPORATION","Japan",0.0547870825843547
"2017","WEYERHAEUSER CO","United States",0.052230452680432
"2017","DOUGLAS EMMETT, INC.","United States",0.0450995962246147
"2017","HOST HOTELS & RESORTS, INC.","United States",0.0432565777298135
"2017","SIMON PROPERTY GROUP, INC.","United States",0.0425997798564744
"2017","HAMMERSON PLC","United Kingdom",0.0412952171365916
"2017","DIAMONDROCK HOSPITALITY COMPANY","United States",0.0386172223769027
"2017","CONCENTRADORA FIBRA DANHOS SA DE CV","Mexico",0.0381413764952265
"2017","BOSTON PROPERTIES, INC.","United States",0.0345592247360887
"2017","KIMCO REALTY CORPORATION","United States",0.0342990499411953
"2017","PARK HOTELS & RESORTS INC","United States",0.0334729467608397
"2017","WORKSPACE GROUP PLC","United Kingdom",0.0312426175632955
"2017","MIRVAC GROUP","Australia",0.0304940520777499
"2017","SL GREEN REALTY CORP.","United States",0.0300196122966621
"2017","REGENCY CENTERS CORPORATION","United States",0.0286088889946447
"2017","NATIONAL STORAGE REIT","Australia",0.0286078391782274
"2017","SHOPPING CENTRES AUSTRALASIA PROPERTY GROUP RE LIMITED","Australia",0.0275353389455025
"2017","IRON MOUNTAIN INCORPORATED","United States",0.0270166999503416
"2017","EMPIRE STATE REALTY TRUST INC","United States",0.0248926862463239
"2017","GROWTHPOINT PROPERTIES AUSTRALIA LTD","Australia",0.0222900971780449
"2017","LAND SECURITIES GROUP PLC","United Kingdom",0.0208694145467596
"2017","BRITISH LAND COMPANY PLC (THE)","United Kingdom",0.0184318447455245
"2017","RDI REIT PLC","United Kingdom",0.0157659391456211
"2017","WELLTOWER INC","United States",0.0157187547014245
"2017","SITE CENTERS CORP","United States",0.0150280182248091
"2017","INTU PROPERTIES PLC","United Kingdom",0.013945403897258
"2017","SAFESTORE HOLDINGS PLC","United Kingdom",0.0133235810269234
"2017","NEWRIVER REIT PLC","United Kingdom",0.0124017975213123
"2017","BIG YELLOW GROUP PLC","United Kingdom",0.00913710627277479
"2017","DERWENT LONDON PLC","United Kingdom",0.00839897145072169
"2017","ABSA GROUP LTD","South Africa",0.00834081412750277
"2017","INTERNATIONAL PERSONAL FINANCE PLC","United Kingdom",0.008309108600928
"2017","GOODMAN GROUP","Australia",0.00829903326901255
"2017","FIRSTRAND LIMITED","South Africa",0.00735585128319261
"2017","NEDBANK GROUP LIMITED","South Africa",0.00667211058326824
"2017","GRUPO ELEKTRA SA DE CV","Mexico",0.00642659275542542
"2017","LONDONMETRIC PROPERTY PLC","United Kingdom",0.00642572833322835
"2017","COMERICA INCORPORATED","United States",0.00595987914649808
"2017","NIPPON PROLOGIS REIT INC","Japan",0.00592492161321763
"2017","HUNTINGTON BANCSHARES INCORPORATED","United States",0.00580601894663802
"2017","CAPITEC BANK HOLDINGS LIMITED","South Africa",0.00569281018843893
"2017","PNC FINANCIAL SERVICES GROUP INCORPORATED","United States",0.00545371114721994
"2017","BANCO SANTANDER MEXICO SA INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO SANTAND","Mexico",0.00534141866430267
"2017","GENTERA SAB DE CV","Mexico",0.00466153728218358
"2017","BENDIGO AND ADELAIDE BANK LTD","Australia",0.00449389970175346
"2017","ORIX CORPORATION","Japan",0.00447743311720813
"2017","STANDARD BANK GROUP LIMITED","South Africa",0.00445118922093133
"2017","U.S. BANCORP","United States",0.00411506071446609
"2017","GRUPO FINANCIERO BANORTE S.A.B. DE C.V.","Mexico",0.00396027763367024
"2017","METRO BANK PLC","United Kingdom",0.00381143169682392
"2017","BANK OF AMERICA CORPORATION","United States",0.00366668936480385
"2017","STANDARD CHARTERED PLC","United Kingdom",0.00366302188465343
"2017","ROYAL BANK OF SCOTLAND GROUP PLC","United Kingdom",0.00362299372037962
"2017","RESONA HOLDINGS INC","Japan",0.00349993657145796
"2017","WELLS FARGO & COMPANY","United States",0.00332233760296186
"2017","CYBG PLC","United Kingdom",0.00306800810874192
"2017","CMC MARKETS PLC","United Kingdom",0.00300720751303076
"2017","MIZUHO FINANCIAL GROUP INC","Japan",0.00286829961963241
"2017","KEYCORP","United States",0.00241322007027239
"2017","BARCLAYS PLC","United Kingdom",0.00235874859010285
"2017","CITIGROUP INC.","United States",0.00230466077359584
"2017","INVESTEC PLC","South Africa",0.00223241319234111
"2017","SHAFTESBURY PLC","United Kingdom",0.00220603709856053
"2017","NORTHERN TRUST CORPORATION","United States",0.00213778587051182
"2017","JPMORGAN CHASE & CO.","United States",0.00188334481055188
"2017","BANK OF NEW YORK MELLON CORP.","United States",0.00188309270992393
"2017","HANSTEEN HOLDINGS PLC","United Kingdom",0.00187208372592608
"2017","STATE STREET CORP","United States",0.00187015492428389
"2017","TP ICAP PLC","United Kingdom",0.00174901598026691
"2017","IG GROUP HOLDINGS PLC","United Kingdom",0.00157461964390612
"2017","WESTPAC BANKING CORPORATION","Australia",0.00156585818884584
"2017","CAPITAL ONE FINANCIAL CORPORATION","United States",0.00155236809452748
"2017","CLOSE BROTHERS GROUP PLC","United Kingdom",0.00153019956202903
"2017","BREWIN DOLPHIN HOLDINGS PLC","United Kingdom",0.00145443145841505
"2017","PARAGON BANKING GROUP PLC","United Kingdom",0.00144437519941864
"2017","MORGAN STANLEY","United States",0.00133839340928074
"2017","LLOYDS BANKING GROUP PLC","United Kingdom",0.00114352264322416
"2017","HARGREAVES LANSDOWN PLC","United Kingdom",0.000942924472915043
"2017","COMMONWEALTH BANK OF AUSTRALIA","Australia",0.00093096869837606
"2017","MACQUARIE GROUP LIMITED","Australia",0.000930409939929767
"2017","GROWTHPOINT PROPERTIES LIMITED","South Africa",0.000770838068892202
"2017","BANK OF QUEENSLAND LIMITED","Australia",0.000647735947842675
"2017","IP GROUP PLC","United Kingdom",0.000603180238387431
"2017","ONESAVINGS BANK PLC","United Kingdom",0.000585573584244259
"2017","GENWORTH MORTGAGE INSURANCE AUSTRALIA LTD","Australia",0.000549211103914655
"2017","SCHRODERS PLC","United Kingdom",0.000365103093887398
"2017","NATIONAL AUSTRALIA BANK LIMITED","Australia",-0.000676002008632165
"2017","RATHBONE BROTHERS PLC","United Kingdom",-0.0011440456934314
"2017","AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED","Australia",-0.00116949944087521
"2017","PROVIDENT FINANCIAL PLC","United Kingdom",-0.00138917191366474
"2017","NETCARE LIMITED","South Africa",0.0417731267617646
"2017","LIFE HEALTHCARE GROUP HOLDINGS LIMITED","South Africa",0.031026684263307
"2017","SPIRE HEALTHCARE GROUP PLC","United Kingdom",0.0101896431344352
"2017","RAMSAY HEALTH CARE LIMITED","Australia",0.00843599934006697
"2017","DAI-ICHI LIFE HOLDINGS INC","Japan",0.0111016430160966
"2017","DISCOVERY LTD","South Africa",0.00368179176212192
"2017","CHARLES TAYLOR PLC","United Kingdom",0.0026735682658469
"2017","LIBERTY HOLDINGS LIMITED","South Africa",0.00199771735133375
"2017","SANLAM LIMITED","South Africa",0.00162810630224962
"2017","DIRECT LINE INSURANCE GROUP PLC","United Kingdom",0.00100654243109454
"2017","ADMIRAL GROUP PLC","United Kingdom",0.000412576012239378
"2017","RSA INSURANCE GROUP PLC","United Kingdom",0.000307072213431874
"2017","HASTINGS GROUP HLDG PLC","United Kingdom",0.000277532823168241
"2017","LANCASHIRE HOLDINGS LTD","United Kingdom",-0.00137229561926206
"2017","CRAFT BREW ALLIANCE INCORPORATED","United States",0.498332502655257
"2017","TREASURY WINE ESTATES LTD","Australia",0.140644250639621
"2017","THE COCA-COLA CO","United States",0.0600759962939974
"2017","MOLSON COORS BREWING COMPANY","United States",0.0438110328320634
"2017","COCA-COLA AMATIL LIMITED","Australia",0.040101727425604
"2017","BROWN-FORMAN CORPORATION","United States",0.0296194347888556
"2017","PEPSICO INC.","United States",0.0295197194602143
"2017","FOMENTO ECONOMICO MEXICANO S.A.B. DE C.V.","Mexico",0.0254135396732766
"2017","COCA-COLA BOTTLERS JAPAN HOLDINGS INC","Japan",0.0231262155959983
"2017","KIRIN HOLDINGS COMPANY LIMITED.","Japan",0.0189749077161127
"2017","SAPPORO HOLDINGS LIMITED","Japan",0.0154002430384985
"2017","CONSTELLATION BRANDS, INC.","United States",0.0149478841842887
"2017","SUNTORY BEVERAGE & FOOD LTD","Japan",0.0147893044163115
"2017","DIAGEO PLC","United Kingdom",0.0141993308649384
"2017","ASAHI GROUP HOLDINGS LIMITED","Japan",0.0112140729298682
"2017","BRITVIC PLC","United Kingdom",0.0108295965016872
"2017","ARCA CONTINENTAL SAB DE CV","Mexico",0.010662509391376
"2017","ITO EN, LTD.","Japan",0.00188217395962824
"2017","COCA-COLA EUROPEAN PARTNERS PLC","United Kingdom",-1.06211506259243
"2017","NIPPON ELECTRIC GLASS CO LTD","Japan",0.254191365532668
"2017","SUMCO CORPORATION","Japan",0.126099054612914
"2017","ON SEMICONDUCTOR CORPORATION","United States",0.123746379798355
"2017","IBIDEN CO LTD","Japan",0.100862917492304
"2017","MICRON TECHNOLOGY, INC.","United States",0.0984423465012219
"2017","CREE INCORPORATED","United States",0.0806925846900492
"2017","MICROCHIP TECHNOLOGY INCORPORATION","United States",0.0763377028212763
"2017","TAIYO YUDEN CO LTD","Japan",0.0739334052939845
"2017","ROHM CO LTD","Japan",0.0585585969924151
"2017","REC SILICON ASA","United States",0.0581730115563485
"2017","TEXAS INSTRUMENTS INCORPORATED","United States",0.052129835916313
"2017","TDK CORPORATION","Japan",0.0456419997154612
"2017","RENESAS ELECTRONICS CORPORATION","Japan",0.0455622083511378
"2017","SUNPOWER CORPORATION","United States",0.0428562431549346
"2017","FIRST SOLAR, INC.","United States",0.0394174715714828
"2017","SHINKO ELECTRIC INDUSTRIES CO LIMITED","Japan",0.0369197366919997
"2017","MURATA MANUFACTURING CO LIMITED","Japan",0.0358508126512427
"2017","JAPAN DISPLAY INC","Japan",0.0332996933775103
"2017","KYOCERA CORPORATION","Japan",0.0285272688138543
"2017","ENTEGRIS, INC.","United States",0.0276835313391645
"2017","INTEL CORPORATION","United States",0.0234035173137959
"2017","TT ELECTRONICS PLC","United Kingdom",0.0204760864209597
"2017","JAPAN AVIATION ELECTRONICS INDUSTRY LIMITED","Japan",0.0196745434177215
"2017","MAXIM INTEGRATED PRODUCTS, INC.","United States",0.0162860718801492
"2017","ALPS ALPINE CO LTD","Japan",0.0158522295048336
"2017","AMPHENOL CORPORATION","United States",0.0146317290683056
"2017","OMRON CORPORATION","Japan",0.0122221131073153
"2017","DISCO CORPORATION","Japan",0.0108608949499943
"2017","CABOT MICROELECTRONICS CORPORATION","United States",0.00957695292828677
"2017","ADVANTEST CORPORATION","Japan",0.0081691359816972
"2017","TOKYO ELECTRON LTD","Japan",0.00761663770884903
"2017","SCREEN HOLDINGS CO LTD","Japan",0.0062877143575424
"2017","YASKAWA ELECTRIC CORPORATION","Japan",0.00308331767380675
"2017","HIROSE ELECTRIC CO LTD","Japan",0.0024444849303528
"2017","NAMPAK LTD","South Africa",0.208822483221381
"2017","BODYCOTE PLC","United Kingdom",0.115329490150255
"2017","MORGAN ADVANCED MATERIALS PLC","United Kingdom",0.0851444588779662
"2017","VESUVIUS PLC","United Kingdom",0.0735275359648043
"2017","NGK INSULATORS LTD","Japan",0.0731389626036006
"2017","GREIF, INC.","United States",0.0724399576492063
"2017","TOYO SEIKAN GROUP HOLDINGS LTD","Japan",0.072284338258698
"2017","BERRY GLOBAL GROUP INC","United States",0.066280663699348
"2017","BALL CORPORATION","United States",0.0455665465838922
